Time, PDC Flux
1.205393940215362818e+02,9.433758032923215069e+02
1.205598284152583801e+02,4.001148219333845191e+01
1.205802627088633017e+02,-6.389141269209503662e+02
1.206006972024624702e+02,-9.653385259323404171e+02
1.206211315959517378e+02,-6.830898379591235425e+02
1.206415658894402441e+02,8.167568698021932505e+01
1.206620002828058205e+02,6.427861726620467380e+02
1.206824347761794343e+02,2.661166191033553332e+02
1.207028690694351099e+02,-6.241142219030298293e+02
1.207233034626842709e+02,-9.430313521498464979e+02
1.207437379559414694e+02,-1.574003966194868553e+02
1.207641722489643143e+02,1.064981771428312641e+03
1.207846066420970601e+02,7.044589002527354751e+02
1.208050410351206665e+02,-5.712658845653641038e+02
1.208254754280278576e+02,-1.156223833025986096e+03
1.208459098209277727e+02,-2.819619512974168174e+01
1.208663442138349637e+02,1.155957654123281827e+03
1.208867787066265009e+02,7.242533391956822015e+02
1.209072129992928240e+02,-4.494185132982674986e+02
1.209276473919671844e+02,-9.018860299735097215e+02
1.209480818846350303e+02,8.191328918770886958e+01
1.209685161771922139e+02,5.693700707469834015e+02
1.209889505697501590e+02,4.087186881427187473e+02
1.210093848621909274e+02,-2.015096076016488951e+02
1.210298193545095273e+02,-3.515648179937270470e+02
1.210502537468346418e+02,-7.674381652651936747e+01
1.210706881391597562e+02,-2.984347870253259316e+01
1.210911225313611794e+02,2.003393204787862487e+02
1.211115569235698786e+02,2.643045810167968739e+02
1.211319913156621624e+02,-1.334164470878604334e+02
1.211524256077464088e+02,-5.041362633747339714e+02
1.211728600997230387e+02,-2.982298692264594138e+02
1.211932944915824919e+02,4.016777367400936782e+02
1.212137287835503230e+02,5.792428045061533339e+02
1.212341632752941223e+02,-2.328315422566374764e+02
1.212545976670371601e+02,-8.321234272194560617e+02
1.212750319587721606e+02,-2.814922254000557587e+02
1.212954663503987831e+02,6.500933123450377025e+02
1.213159008420261671e+02,6.677894360332284123e+02
1.213363352335290983e+02,-3.394038535018626135e+02
1.213567695250385441e+02,-7.537678062785416842e+02
1.213772040164330974e+02,-1.918336735016491730e+02
1.213976384077031980e+02,3.731641710341500584e+02
1.214180726990962285e+02,4.866163523101131432e+02
1.214385070902571897e+02,-1.479615054463210981e+02
1.214589415814116364e+02,-2.510694022182433400e+02
1.214793758725718362e+02,-3.654729618893179577e+02
1.214998102636163821e+02,-9.592218557544401847e+01
1.215202446546536521e+02,3.060360520950343926e+02
1.215406791455825442e+02,5.496048757740936708e+02
1.215611135363942594e+02,2.443936611645040102e+02
1.215815478271979373e+02,-6.314100917519535869e+02
1.216019823180104140e+02,-5.401345089849492069e+02
1.216224167087057140e+02,4.155797854755655862e+02
1.216428509992765612e+02,1.249639041611808352e+03
1.216632853898554458e+02,3.652620087799150497e+02
1.216837198804350919e+02,-8.475356880023609847e+02
1.217041541708895238e+02,-6.928009228138835169e+02
1.217245885612355778e+02,5.194506784245313611e+02
1.217450230515823932e+02,1.215219115730345948e+03
1.217654573419204098e+02,2.246606399709708057e+02
1.217858917321500485e+02,-7.633341247207135893e+02
1.218063261222632718e+02,-5.360620530555606820e+02
1.218267605123692192e+02,3.816487299661093857e+02
1.218471949023660272e+02,7.209388493445585482e+02
1.218676292923628353e+02,1.374958050794957671e+02
1.218880636822359520e+02,-4.995710278287879191e+02
