Time, PDC Flux
1.205385231323671178e+02,3.189684470600332133e+01
1.205589575978301582e+02,-8.848740981161245145e+01
1.205793919633215410e+02,-5.446444401238113642e+01
1.205998265288362745e+02,-2.046592575519462116e+02
1.206202609944157302e+02,4.217814922536490485e+01
1.206406953600235283e+02,-1.912409869465045631e+01
1.206611298256539158e+02,-1.705816260587889701e+02
1.206815643913505482e+02,1.307430671473266557e+02
1.207019987571038655e+02,-3.407189449187717400e+01
1.207224332228506682e+02,-8.018276056097238325e+01
1.207428677886637161e+02,5.322296895441832021e+01
1.207633021545043448e+02,-1.665158140400308184e+01
1.207837366203966667e+02,3.947483882203232497e+01
1.208041710863253684e+02,-4.891339552018325776e+01
1.208246055523122777e+02,3.099621556929196231e+01
1.208450400183210149e+02,4.953179709048708901e+01
1.208654744843370281e+02,-8.929102595665608533e+01
1.208859090504411142e+02,1.121524661401053891e+01
1.209063434165655053e+02,-2.118376075557898730e+01
1.209267778827270376e+02,2.515257749252486974e+01
1.209472124489402631e+02,-6.572613627358805388e+00
1.209676468151592417e+02,-1.343709716020384803e+00
1.209880812814662931e+02,-6.551335172582184896e+00
1.210085156477725832e+02,-3.139861541194841266e+01
1.210289502141313278e+02,1.192695020945393480e+01
1.210493846805256908e+02,-3.248088895188993774e+01
1.210698191469782614e+02,9.400286731863161549e+01
1.210902536134526599e+02,-8.635615597912692465e+01
1.211106880799343344e+02,-6.339208845165558159e+00
1.211311225465033203e+02,1.356474587207194418e+02
1.211515569130642689e+02,-1.273180285294365603e+02
1.211719914797213278e+02,3.168620514779468067e+01
1.211924259463776252e+02,-5.687109099095687270e+01
1.212128603130549891e+02,5.601008304004790261e+01
1.212332948797993595e+02,-4.760777197306742892e+01
1.212537293465720722e+02,5.212843183631775901e+00
1.212741637133949553e+02,2.423755349597195163e+01
1.212945981802258757e+02,-2.504926548845833167e+01
1.213150327471157652e+02,2.425863624471821822e+01
1.213354672140558250e+02,1.159875812882091850e+01
1.213559015810023993e+02,-3.088827485052752309e+01
1.213763361480087042e+02,3.212566319247707725e+01
1.213967706150360755e+02,-5.698442862791125663e+01
1.214172049820990651e+02,8.625199674075702205e+00
1.214376394491919200e+02,2.287642371264519170e+01
1.214580740163655719e+02,-9.010575649782549590e+01
1.214785083835158730e+02,1.511615808546775952e+01
1.214989428507251432e+02,3.549529341969173402e+01
1.215193773179853451e+02,-3.749960081413155422e+01
1.215398118852826883e+02,-4.274352427813573740e+01
1.215602463526083739e+02,-4.458022764342604205e+01
1.215806807199551258e+02,2.713091407562023960e+01
1.216011152873688843e+02,-6.886009807835216634e+01
1.216215497547818813e+02,-1.881390148017089814e+00
1.216419841222450486e+02,6.527016285256831907e+01
1.216624185897453572e+02,4.417268664206494577e+01
1.216828531572755310e+02,-4.547069376535364427e+01
1.217032875248260098e+02,-8.222479483287315816e+00
1.217237219924718374e+02,1.165170560215483420e+01
1.217441565601184266e+02,2.632373650485533290e+01
1.217645909277562168e+02,-1.233138793159741908e+01
1.217850253954893560e+02,3.374883344961563125e+01
1.218054598632224952e+02,1.798627526263589971e+01
1.218258943310065661e+02,2.600593750769621693e+01
1.218463287988270167e+02,-1.608280481529072858e+01
1.218667632666765712e+02,6.654817329367506318e+01
1.218871977345479536e+02,-4.678862816543551162e+01
1.219076322024848196e+02,4.385991580755217001e+01
1.219280666704216856e+02,3.190005521237617359e+01
1.219485010384087218e+02,-3.343383538367925212e+01
1.219689356064336607e+02,4.798324531817343086e+01
1.219893700744869420e+02,-1.984870398096973076e+01
1.220098044425685657e+02,-3.589843329531140625e+01
1.220302390106735402e+02,1.751309337166603655e+02
1.220506734788432368e+02,-1.203387292863917537e+02
1.220711079470056575e+02,7.856757814239244908e+01
1.220915423152328003e+02,3.911548053714795969e+01
1.221119768834905699e+02,3.772685429628472775e+01
1.221324113517985097e+02,-1.389264269786945079e+02
1.221528457201129640e+02,8.985876169783296064e+01
1.221732802884580451e+02,7.861367176723433658e+01
1.221937147568532964e+02,-1.218023232116538566e+02
1.222141491252550622e+02,1.244389017466746736e+02
1.222345835937157972e+02,8.177484762712265365e+01
1.222550181621991214e+02,-9.660698555625276640e+01
1.222754525307173026e+02,7.948090068405144848e+01
1.222958869992653490e+02,-8.727117139380425215e+00
1.223163215678359848e+02,8.372208598759607412e+01
1.223367559364414774e+02,-9.753086649018223397e+01
1.223571904051059391e+02,1.378421519826806616e+02
1.223776248737631249e+02,-1.680026091125910170e+02
1.223980594424865558e+02,1.767161007618124131e+02
1.224184938112084637e+02,-1.016267200067231897e+02
1.224389282799820649e+02,-1.220294480564189143e+01
1.224593628487928072e+02,1.049874263792298734e+02
1.224797972176311305e+02,-1.117274831071554217e+02
1.225002316864920431e+02,-6.392579660980845802e+01
1.225206660553885740e+02,7.004873475371277891e+01
1.225411006243157317e+02,4.232111268120934255e+01
1.225615350932639558e+02,-7.310866452517802827e+01
1.225819695622776635e+02,1.771252870073658414e+01
1.226024040312913712e+02,1.689096923586039338e+02
1.226228385003269068e+02,-1.565952985514595639e+02
1.226432729694279260e+02,3.655693097080802545e+01
1.226637073385281838e+02,1.008507553258677945e+02
1.226841419076808961e+02,-8.597944868850754574e+01
1.227045763768401230e+02,4.555069212996750139e+01
1.227250107460567961e+02,2.061305276732309721e+01
1.227454453152968199e+02,9.636388506361981854e+01
1.227658797845433583e+02,-2.135306282149394974e+01
1.227863141538473428e+02,-2.220966590195894241e+01
1.228067486231739167e+02,5.418470207258360460e+01
1.228271831925376318e+02,3.356441611651098356e+01
1.228476176619296893e+02,-6.195525039802305400e+00
1.228680521313144709e+02,6.565487923577893525e+01
1.228884866007647361e+02,8.083437894377857447e+01
1.229089210702441051e+02,-4.381327591603621840e+01
1.229293555397453019e+02,6.208691465627634898e+01
1.229497899092821172e+02,-6.868380000485922210e+01
1.229702244788495591e+02,1.058120820975163952e+02
1.229906589484089636e+02,5.462143396618193947e+01
1.230110933180330903e+02,-6.694324441262870096e+01
1.230315278876878438e+02,1.792430490005644970e+02
1.230519623573636636e+02,-4.821031283400952816e+01
1.230723968270758633e+02,-1.486582923631067388e+01
1.230928311967873015e+02,-4.036000905500259250e+00
1.231132657665511942e+02,1.528416742554691155e+02
1.231337002363507054e+02,-1.037328058501880150e+02
1.231541346061494551e+02,1.014436837630346417e+02
1.231745691760006594e+02,3.358989523490890861e+01
1.231950036458583781e+02,-3.587229857430793345e+01
1.232154380157735432e+02,-5.927272678440203890e+00
1.232358724856894696e+02,3.561247437208658084e+01
1.232563070556570892e+02,-1.065930740811745636e+01
1.232767414256304619e+02,-5.599262022998300381e+01
1.233176104656886309e+02,-1.049532073519076221e+02
1.233380448357784189e+02,1.621070161089301109e+02
1.233584793058689684e+02,1.615258575294865295e+01
1.233789137759522418e+02,-1.167227491710218601e+02
1.233993483461017604e+02,5.463726210765889846e+01
1.234197827163006878e+02,3.227949227852514014e+01
1.234402171865076525e+02,-6.245230634836480021e+01
1.234606517567153787e+02,-1.699563375880825333e+01
1.234810861269797897e+02,1.109463826944993343e+02
1.235015205972376862e+02,-1.323562963583390228e+01
1.235219549675603048e+02,-3.858854733221232891e+01
1.235423895378771704e+02,1.001532570006966125e+02
