Time, PDC Flux
1.205395263581667677e+02,-6.363672933198395185e+02
1.205599606449031853e+02,7.841435503989923745e+02
1.205803948315224261e+02,-1.564808590503933374e+03
1.206008292180194985e+02,-1.127270597853697836e+03
1.206212635045230854e+02,-4.315080898281303234e+02
1.206416976909094956e+02,-2.388146066509187222e+03
1.206621319771729759e+02,-1.649950157305866014e+03
1.206825663634444936e+02,-1.363779737136501353e+03
1.207030005495980731e+02,-2.643759799596271478e+03
1.207234348357451381e+02,-1.284109101089707110e+03
1.207438692217838252e+02,-4.255932665301370434e+02
1.207643034077045741e+02,-5.048060397692024708e+02
1.207847376936188084e+02,1.018775730425259098e+02
1.208051719794239034e+02,-4.071361760435102042e+02
1.208256062652289984e+02,-4.058160370295227040e+02
1.208460405507939868e+02,5.901973650890577119e+02
1.208664748364826664e+02,1.257466530305217020e+03
1.208869092219392769e+02,1.897085206773597747e+03
1.209073434073870885e+02,1.505959650045988383e+03
1.209277776928429375e+02,2.033711045660311356e+02
1.209482120780594414e+02,1.436319570422783727e+03
1.209686462633981137e+02,8.573831779118336271e+02
1.209890805485047167e+02,8.073119217372732237e+02
1.210095147336105583e+02,2.259996430345054250e+03
1.210299491185942315e+02,-1.207351763109909371e+02
1.210503834035844193e+02,-6.037422681848693173e+02
1.210708176884581917e+02,7.390845280427020043e+02
1.210912519732082728e+02,-1.450957912628306076e+03
1.211116862579656299e+02,-3.784008401999599300e+02
1.211321205426065717e+02,8.317557453295448795e+02
1.211525547271230607e+02,-2.552410029554390348e+03
1.211729891116483486e+02,-8.396794193098321557e+02
1.211934233960564598e+02,2.963069555209949613e+02
1.212138575804565335e+02,-1.720310280148056336e+03
1.212342919647489907e+02,6.456251194821379613e+02
1.212547262489242712e+02,1.228706908613792621e+03
1.212751604329750990e+02,-1.046346162837697193e+03
1.212955947170339641e+02,5.316846524654538371e+02
1.213160291010935907e+02,1.820806046078796498e+02
1.213364633849123493e+02,-1.243877053859760053e+03
1.213568975687376224e+02,1.170186676974699367e+03
1.213773319525644183e+02,3.324280435014516115e+02
1.213977662362667616e+02,-3.243248256681545172e+02
1.214182004198592040e+02,2.255686943810433149e+02
1.214386347033359925e+02,-1.343563273616688093e+03
1.214590690868062666e+02,-6.129707295779371634e+02
1.214795032701658783e+02,6.285182046853005886e+02
1.214999375535262516e+02,-9.540964740151539445e+02
1.215203718367629335e+02,5.811539853842405137e+02
1.215408062198912376e+02,3.993945819337386638e+02
1.215612405030187801e+02,-1.010687182440538891e+03
1.215816746859054547e+02,7.292211921789566986e+02
1.216021090689173434e+02,3.522907810955075547e+01
1.216225433516956400e+02,-2.227103969664021861e+02
1.216429775344658992e+02,1.664512141864543082e+03
1.216634118172441958e+02,7.495919295703060925e+01
