Time, PDC Flux
1.205392574398210854e+02,4.832156854361528531e+00
1.205596920378520736e+02,2.315258112532319501e+01
1.205801265357658849e+02,-1.543698935011489084e+02
1.206005612335575279e+02,-6.157141431220225058e+00
1.206209958314721007e+02,-1.079826007582596503e+02
1.206414303291530814e+02,4.109904100449057296e+01
1.206618649269439629e+02,-4.179502822550421115e+01
1.206822996246264665e+02,2.546800406376132742e+01
1.207027341223074473e+02,1.226313721618498676e+01
1.207231687198654981e+02,-2.301119061217468698e+01
1.207436034174315864e+02,-4.922997940852656029e+01
1.207640379149961518e+02,-1.264322986673505511e+01
1.207844725124377874e+02,3.245218370675866026e+01
1.208049071098866989e+02,-3.324842641902796458e+01
1.208253417073356104e+02,-4.315912274412403349e+01
1.208457763046608306e+02,-3.433459276882058475e+01
1.208662109019933268e+02,-4.045452399281202815e+01
1.208866455992101692e+02,-3.752672865598287899e+01
1.209070800964182126e+02,2.467535496063646860e+01
1.209275146936342935e+02,3.876110263838199899e+01
1.209479493907274446e+02,-5.365229811058088671e+01
1.209683838877099333e+02,-1.185391060505935457e+01
1.209888184848095989e+02,-4.832029652560595423e+01
1.210092529817920877e+02,5.377666856875293888e+01
1.210296876787688234e+02,-4.938014465369633399e+00
1.210501222756356583e+02,-3.469872148460126482e+01
1.210705568725024932e+02,-1.376326470318599604e+01
1.210909914692456368e+02,-4.560820662147307303e+01
1.211114260659960564e+02,-5.756984739113249816e+00
1.211318606627464760e+02,-4.460022405610652640e+01
1.211522951593724429e+02,5.404176261255634017e+01
1.211727298560072086e+02,-5.977633628892363049e+01
1.211931644525247975e+02,9.445478295237990096e+00
1.212135989490343491e+02,-7.592560614708054345e+01
1.212340336455526995e+02,1.954009886542917229e+01
1.212544682419538731e+02,-1.331365764891961589e+01
1.212749027383470093e+02,4.489593679772224277e+01
1.212953373346317676e+02,-9.873671199748059735e-01
1.213157720309172873e+02,-3.345575688913231716e+01
1.213362066271947697e+02,-1.744673320147558115e+01
1.213566411233623512e+02,3.666470393013150897e+01
1.213770758195314556e+02,-3.988631925152731128e+00
1.213975104155761073e+02,4.234325816345517524e+01
1.214179449116272735e+02,-3.770681331609375775e+01
1.214383795076792012e+02,6.564279369544237852e+00
1.214588142036081990e+02,-8.864033876761095598e+01
1.214792486995429499e+02,9.677308114164043218e+01
1.214996832953620469e+02,-4.078920977188681718e+01
1.215201178911738680e+02,3.638372561513097025e+01
1.215405525869937264e+02,-1.088799873035168275e+02
1.215609871826964081e+02,7.809152568835997954e+01
1.215814216782746371e+02,-1.099282979218114633e+02
1.216018563739780802e+02,4.763085557325393893e+01
1.216222909694479313e+02,-2.309039003416546620e+01
1.216427254650261602e+02,7.045484024481265806e+01
1.216631600604960113e+02,-6.690532776570762508e+01
1.216835947558502085e+02,2.415043446730123833e+00
1.217040292511956068e+02,-2.039654738616081886e+01
1.217244638465490425e+02,4.203490100440103561e+01
1.217448985417868244e+02,-1.536092386957898270e+01
1.217653330370158073e+02,6.539253918608301319e+01
1.217857676322528278e+02,-3.677502102228754666e+01
1.218062022273734328e+02,4.486295756933395751e+01
1.218266368223703466e+02,-4.876383753909613006e+01
1.218470714173745364e+02,7.399303115298971534e+01
1.218675060123787262e+02,-4.296123854408506304e+00
1.218879406072592246e+02,3.175150993809802458e+01
1.219083752021469991e+02,-4.901250496886495966e+01
1.219288097970347735e+02,4.956026892465888523e+01
1.219492442916816799e+02,-1.506923135956458282e+01
1.219696789864538005e+02,6.805993311144993640e+01
1.219901135811087443e+02,3.071359052846673876e-01
1.220105480757629266e+02,1.539112701000703964e+01
1.220309827702949406e+02,2.918690789374522865e+01
1.220514173648334690e+02,-5.430522911599837244e+00
1.220718519592483062e+02,9.226335082887089811e+00
1.220922864536696579e+02,7.079356371628819034e+00
1.221127211479761172e+02,5.186291747269569896e+01
1.221331557422745391e+02,4.803014186793006957e+01
1.221535902365794755e+02,-2.012209545510995667e+01
1.221740249307695194e+02,-4.117230440839193761e+00
1.221944595249515260e+02,-1.637713964491558727e+01
1.222148940190236317e+02,1.251606769196223468e+02
1.222353286130964989e+02,-5.162877968835528009e+01
1.222557633070464362e+02,8.667636554298223928e+01
1.222761978010021267e+02,-9.072076400434889365e+01
1.222966323948421632e+02,8.802358328763511963e+01
1.223170670886756852e+02,-2.991090506793989334e+01
1.223375015825149603e+02,1.386945192727871472e+02
1.223579361762385815e+02,-2.069920453467057087e+01
1.223783707698385115e+02,4.544698545755818486e+01
1.223988054634464788e+02,-5.157784768105193507e+01
1.224192399570529233e+02,6.296848184325790498e+01
1.224396745505364379e+02,-3.497652426404238213e+01
1.224601092440279899e+02,4.897775901028944645e+01
1.224805437374016037e+02,-1.323898257812834345e+01
1.225009783307687030e+02,9.994356521498411894e+01
1.225214128240259015e+02,-1.183574112859059824e+02
1.225418475172846229e+02,6.961590220099606086e+01
1.225622821105353069e+02,-6.391774610552238300e+01
1.225827167036768515e+02,1.224713318876601988e+02
1.226031512967019808e+02,-8.366998881952895317e+01
1.226235858897198341e+02,7.958016677356499713e+01
1.226440204827449634e+02,-8.334070133297063876e+01
1.226644549756529159e+02,8.546584373722726014e+01
1.226848896685551153e+02,-1.102363364653137978e+01
1.227053242613474140e+02,6.657367714644351508e+01
1.227257587540225359e+02,4.195276103622745723e+00
1.227461934468083200e+02,-2.228383486744132824e+01
1.227666280393677880e+02,-2.192615767501411028e+01
1.227870625320429099e+02,2.551049517055798788e+01
1.228074971244786866e+02,7.301049995860375930e+01
1.228279318170389161e+02,5.034729420393705368e+01
1.228483664094819687e+02,1.914587659676908515e+01
1.228688010018013301e+02,-3.832812721095979214e+01
1.228892355941279675e+02,4.455028278165264055e+01
1.229096701863381895e+02,1.554673157373326831e+01
1.229301047785411356e+02,7.512781666038790718e+00
1.229505392707505962e+02,5.878436987745226361e+01
1.229709739628451644e+02,1.134587325074244291e+01
1.229914085548152798e+02,6.148635224223835394e+01
1.230118430467919097e+02,-5.273950565970153548e+01
1.230322777387700626e+02,6.430892662603582721e+01
1.230527123306237627e+02,4.634258451743517071e+01
1.230731469223683234e+02,6.282240620830270927e+01
1.230935814141121227e+02,-1.493910901098570321e+01
1.231140161058501690e+02,-2.066852150934573729e+01
1.231344506974783144e+02,2.038416658135247417e+01
1.231548851889892831e+02,1.175020524855062831e+01
1.231753198806109140e+02,5.123428416249225847e+01
1.231957544720062288e+02,8.984838652133475989e+00
1.232161889634007821e+02,-1.168563129339599982e+01
1.232366235547960969e+02,1.715063292460399680e+00
1.232570582460684818e+02,-7.852140078699449077e+00
1.232774927372302045e+02,2.764400636211212259e+01
1.233183620195486583e+02,3.260760538780596107e+01
1.233387965105939656e+02,-5.920619428424106445e+01
1.233592311016400345e+02,3.791054560006887186e+01
1.233796656925624120e+02,-8.164373821638582740e+01
1.234001003834928269e+02,6.530283004022203386e+01
1.234205348742980277e+02,1.401587305030261632e+01
1.234409694649948506e+02,3.608133063254354056e+01
1.234614041556924349e+02,-3.532110969972563908e+01
1.234818386463884963e+02,-7.794926280257641338e+01
1.235022732369616278e+02,3.604843617908773012e+01
1.235227077274248586e+02,1.729698566214938182e+01
1.235431424178823363e+02,2.470263804099522531e+01
1.235635770083463285e+02,-9.914296577844652347e+00
1.235840115986939054e+02,-3.020225489750737324e+01
1.236044461890414823e+02,2.544032558293838520e+01
1.236248807792653679e+02,3.732194862473988906e+00
1.236453153693801141e+02,2.787647794121585321e+01
1.236657498594940989e+02,-1.327526350697735325e+01
1.236861845494859153e+02,2.193322299793362617e+01
1.237066191394842463e+02,-3.573244002403225750e+01
1.237270536294818157e+02,2.212618491455214098e+01
1.237474883193572168e+02,7.689191283122636378e+01
1.237679229091227171e+02,-2.911821292495005764e+00
1.237883573988874559e+02,1.647279503183381166e+01
1.238087919885292649e+02,-4.611048649698204827e+01
1.238292266781791113e+02,2.159614663466345519e+01
1.238496611677110195e+02,-6.082918315535061993e+01
1.238700957572364132e+02,4.121508921496570110e+01
1.238905304466534290e+02,-4.461478624277515337e+01
1.239109650360624073e+02,8.232181373075582087e+01
1.239313995253614848e+02,-1.006469858778291382e+02
1.239518341146613238e+02,3.792412919063644949e+01
1.239722688038382330e+02,-6.000390355246781837e+01
1.239927032930208952e+02,1.031079757254774449e+02
1.240131378820879036e+02,-5.582616780810349155e+01
1.240335725710319821e+02,5.263116585921670776e+01
1.240540070599818137e+02,-7.777783847742830403e+01
1.240744416489324067e+02,3.788432188793376554e+01
1.240948762377665844e+02,-5.591360394778894261e+01
1.241153108264770708e+02,5.788307151534536388e+01
1.241357454151948332e+02,-4.243658922148460988e+01
1.241561800037889043e+02,7.111178884051332716e+01
1.241766146923910128e+02,-1.429874183662759606e+02
1.241970491808751831e+02,9.822672386343765538e+01
1.242174837693601148e+02,-9.433171917570871301e+01
1.242379183577213553e+02,6.727475158394372556e+01
1.242583529460898717e+02,-1.266882388564117718e+02
1.242787875343346968e+02,8.879493450200243387e+01
1.242992221224703826e+02,-1.215491658406826900e+02
1.243196568106068298e+02,8.170133607689058408e+01
1.243400912987417541e+02,-1.169223126262950245e+02
1.243605258867537486e+02,7.462676592958450783e+01
1.243809604746566038e+02,-1.614361671567894518e+01
1.244013950625521829e+02,-2.202252306111040525e+01
1.244218296503386227e+02,-4.092401560771395452e+01
1.244422642381250625e+02,-3.551996935441275127e+01
1.244626989257885725e+02,1.836930418704287149e+01
1.244831334133414202e+02,4.818911454832414165e+01
1.245035680008950294e+02,-8.971678530103235971e+01
1.245240024884478771e+02,4.385977647485560738e+00
1.245444371758785564e+02,-2.253384360136988107e+01
1.245648717631993350e+02,3.730499794654315338e+01
1.245853062505193520e+02,-4.111312272018403746e+01
1.246057409377172007e+02,7.569617244067194406e+01
1.246261755249215639e+02,-5.773586961303954013e+01
1.246466101120022358e+02,4.051262713182950392e+01
1.246670445990894223e+02,-4.344896335455996450e+01
1.246874792860617163e+02,7.633248702000128105e+01
1.247079138729168335e+02,-4.989302483797655441e+01
1.247283483597639133e+02,4.198387606012693141e+01
1.247487830465033767e+02,-1.660711965577502269e+01
1.247692176332348026e+02,3.800585988438979257e+01
1.247896521198563278e+02,-5.771624783294100780e+01
1.248100867064786144e+02,7.175780930151813664e+01
1.248305213929852471e+02,1.858437990158563480e-01
1.248509558793666656e+02,5.100535246600338724e+01
1.248713904657561216e+02,-6.297116150266083423e+01
1.248918250521455775e+02,6.063130082844872959e+01
1.249122597382956883e+02,-6.868725946209451649e+01
1.249326942244515521e+02,8.967471688488149084e+01
1.249531288106081774e+02,-6.935307938721962273e+01
1.249735634966418729e+02,1.121746642327198060e+02
1.249939979826813214e+02,-1.011873680347925983e+02
1.250144325684887008e+02,1.246623895885131788e+02
1.250348670544044580e+02,-1.072291900933778379e+02
1.250553017402125988e+02,8.860664623555203434e+01
1.250961709114708356e+02,8.612462057630182244e+01
1.251166054970453843e+02,-8.246667780436109751e+01
1.251370400826199329e+02,1.931006261469156016e+01
1.251574746679543750e+02,8.751716830738587305e+00
1.251779091534117470e+02,3.235828371257230174e+01
1.251983438386378111e+02,-3.594835833793331403e+01
1.252187784238558379e+02,1.706616227584891021e+01
1.252392129090803792e+02,2.164403304159350228e+01
1.252596475941900280e+02,-9.441305098705925047e+00
1.252800821791752242e+02,-3.093204308857093565e+01
1.253005166641669348e+02,1.026556906099722255e+01
1.253209512490429915e+02,3.083122116501908749e+01
1.253413859337961185e+02,1.472585073587833904e+01
1.253618204185549985e+02,-7.462085823080269620e+01
1.253822550031982246e+02,3.125984776942641474e+01
1.254026896878349362e+02,-2.022656249668216333e+00
1.254231242723617470e+02,-2.334337264738860540e+01
1.254435587568877963e+02,2.675082356504572090e+01
1.254639933412909159e+02,-4.547444023906427901e+01
1.254844280255856575e+02,5.672302345291245729e+01
1.255048625099952915e+02,-5.151616394968004897e+01
1.255252970941655803e+02,4.192518864222802222e+01
1.255457317782274913e+02,-9.109168757291627117e+00
1.255661662622878794e+02,4.331826022217865102e+01
1.255866008462253376e+02,-3.410502078998251818e+01
1.256070354301700718e+02,5.012098699752823450e+01
1.256274700139983906e+02,-2.909966416817042045e+00
1.256479046978201950e+02,-3.557254800558439456e+00
1.256683391815313371e+02,2.454630565166007727e+01
1.256887738651275868e+02,3.265071987257397268e+01
1.257092084487157990e+02,-7.306515842341468669e+00
1.257296429321941105e+02,-6.669151506866910495e+00
1.257500775155567680e+02,6.601877870314638130e+00
1.257705121989129111e+02,-1.169655269695795141e+01
1.257909466821583919e+02,1.288867802168533672e+01
1.258113812654046342e+02,-1.911898870403820183e+01
1.258318159485279466e+02,-1.382892786318552680e+01
1.258522504315405968e+02,2.921979423853917979e+01
1.258726850145540084e+02,-1.345719359161739703e+01
1.258931195974437287e+02,3.589791987613716628e+01
1.259135541803407250e+02,-3.559767785652366001e+01
1.259339887631213060e+02,2.979038820878486149e+01
1.259544233457781957e+02,-1.289881942801002879e+01
1.259748580284431227e+02,1.580345053253404330e+01
1.259952925109901116e+02,-2.197780580453400034e+01
1.260157270934141707e+02,8.944915454019792378e+00
1.260361615758447442e+02,-1.022138298154459335e+00
1.260565962581604254e+02,-3.764458813185046893e+01
1.260770308404680691e+02,-1.276618797649280168e+01
1.260974653226658120e+02,1.727712465407967102e+01
1.261179000047486625e+02,-1.975583771883975714e+00
1.261383345868234755e+02,-3.822744222132314462e+01
1.261587691687891493e+02,1.681061312720703427e+01
1.261792036506376462e+02,-4.767669065855443478e+00
1.261996383324803901e+02,-4.612634728074772283e+01
1.262200729142132332e+02,-3.252323803713079542e+01
1.262405073959453148e+02,-1.370052884606411681e+01
1.262813766590552405e+02,-1.024822400148113957e+02
1.263018111405544914e+02,3.694458555872552097e+01
1.263222457219308126e+02,-4.558086120977532119e+01
1.263426804031987558e+02,3.690235719234624412e+01
1.263631148844651761e+02,-2.596513835171936080e+01
1.263835494656086667e+02,3.980718774633714929e+00
1.264039841466437792e+02,-1.356475891591981053e+01
1.264244187276781304e+02,-6.171886688243830577e+00
1.264448532085880288e+02,-3.406722705655556638e+01
1.264652877895059646e+02,3.580391026398865506e+01
1.264857224703082466e+02,-3.670691221582819708e+01
1.265061569509853143e+02,-7.420011201960733160e+00
1.265265915315540042e+02,-6.572600748838158324e+01
1.265470260121219326e+02,6.851572111004497856e+01
1.265674606925676926e+02,-1.157260711651179008e+02
1.265878952730199671e+02,8.009548644468304701e+01
1.266083298533558263e+02,-1.199258546479104552e+02
1.266287644335679943e+02,8.335053055701428093e+01
1.266491990137874382e+02,-9.980973293869465124e+01
1.266696335938904667e+02,7.035116736317286268e+01
1.266900680738763185e+02,-1.118152074809622718e+02
1.267105027538564173e+02,8.295677186122338753e+01
1.267309373337266152e+02,-8.309071144252084196e+01
1.267513718135887757e+02,8.342515509676013608e+01
1.267718064932269044e+02,-1.280581241558247712e+02
1.267922410728642717e+02,3.836569643471739255e+01
1.268126755525008775e+02,-4.858070644113468006e+00
1.268331101320145535e+02,-3.760672461139620282e+00
1.268535448114198516e+02,-6.207648400364269037e+01
1.268739792906999355e+02,2.870230279737734236e+01
1.268944138699880568e+02,-4.567430762537696864e+01
1.269148485491605243e+02,-4.339127761282725260e+00
1.269352831283249543e+02,-5.810466058335441630e+01
1.269557176072630682e+02,2.730253139261913020e+01
1.269761521862019436e+02,-7.466442383866524324e+01
1.269965868651343044e+02,1.839291123517614324e+01
1.270170214439567644e+02,-6.886140389538195450e+01
1.270374559226620477e+02,1.457263075701484922e+01
1.270578906012451625e+02,-7.628154276448185556e+01
1.270783251798347919e+02,3.545888349883898627e+01
1.270987596583072445e+02,-1.001077796739991754e+01
1.271191942366567673e+02,-4.675302411367010791e+01
1.271396289150143275e+02,-6.158035492547787726e+01
1.271600634932547109e+02,5.569726528963656165e+00
1.271804979714870569e+02,1.218159523879876360e+01
1.272009326494953712e+02,9.286505831405520439e+00
1.272213672275029239e+02,-1.911554632047773339e+01
1.272418017055024393e+02,-4.425893622948206030e+01
1.272622362832771614e+02,-2.513584829100000206e+01
