Time, PDC Flux
1.315120277389360126e+02,-8.402724914605641970e+00
1.315324624373097322e+02,1.998122125029112794e+01
1.315528970356899663e+02,-6.128416935950008337e+01
1.315733315340621630e+02,-3.217451432567031588e+00
1.315937661323259817e+02,-8.033469336818598094e+00
1.316142008305905620e+02,-1.654179338395988452e+01
1.316346353287372040e+02,-5.055899211623909650e+00
1.316550699269937468e+02,-2.911289712001598673e+01
1.316755046251419117e+02,2.268662695516650274e+01
1.316959392232820392e+02,1.609275190565313096e+00
1.317163737213122658e+02,-3.091819460213628190e+01
1.317368083193432540e+02,2.364132633877488843e+01
1.317572430173677276e+02,-2.897290417304611765e+01
1.317776775153979543e+02,1.412485696645126154e+01
1.317981121133125271e+02,-1.994429740895066061e+01
1.318185468112205854e+02,-2.292743761095698574e+01
1.318389813091343967e+02,4.799477321109588956e+01
1.318594159069325542e+02,-2.753704085562458204e+01
1.318798505047234357e+02,-8.651785757047036896e+00
1.319002851025215932e+02,2.651870256928305025e+01
1.319207197003197507e+02,-3.339081025161067373e+01
1.319411542979942169e+02,6.923386718142864993e+00
1.319615888956759591e+02,-1.885706589684923529e+01
1.319820234932412859e+02,1.434009752878409927e+01
1.320024580909157521e+02,4.454330119362566620e+00
1.320228925883639022e+02,-5.275069594847263943e+01
1.320433272859299905e+02,4.395255748484487412e+01
1.320637618834880413e+02,-1.685485399090612191e+01
1.320841963809361914e+02,-4.595781939051448717e+00
1.321046309782686876e+02,7.691687103542790283e+00
1.321250656757110846e+02,4.115951574829523452e+00
1.321455001730428194e+02,1.785181705921968387e+01
1.321659347703753156e+02,-1.760071733987206244e+01
1.321863694675848819e+02,-1.190669068344323023e+01
1.322068040648009628e+02,4.402276481123226404e+01
1.322272385620162822e+02,-4.210434304445334419e+01
1.322476731592323631e+02,1.064167265538708307e+01
1.322681078563255141e+02,1.836921034975057410e+01
1.322885423534244183e+02,-1.227817438590864185e+01
1.323089769505168078e+02,2.583916599760959798e+01
1.323294116475008195e+02,-4.535396381076679972e+01
1.323498461444833083e+02,5.228208551109855762e+01
1.323702807413501432e+02,2.088305526608928631e+01
1.323907153383261175e+02,-3.349734331397303322e+01
1.324111499351929524e+02,5.677760852155552129e+01
1.324315845319360960e+02,2.265527960214967607e+00
1.324520191288029309e+02,9.572860313777709962e+00
1.324724538255541120e+02,-8.778910334396641701e+00
1.324928883221873548e+02,-2.952869044769613538e+00
1.325133229189304984e+02,4.357051455496002745e+01
1.325337574155637412e+02,-2.983082926350834896e+01
1.325541921120748157e+02,-1.127115918628624058e+01
1.325746267087088199e+02,1.586866628455936734e+01
1.325950612052256474e+02,1.034060027359737433e+01
1.326154959016275825e+02,-1.000184246443677694e+01
1.326359304981378955e+02,3.849151440066634677e+00
1.326563650945390691e+02,2.545925447650006390e+00
1.326767995908230660e+02,1.176816734691601596e+01
1.326972342872177251e+02,-1.995189716603272245e+01
1.327176688835024834e+02,-2.558106409981883189e+01
1.327381033796700649e+02,1.496562748194264714e+01
1.327585380759483087e+02,-5.435479203374779900e+01
1.327789726721166517e+02,-1.781575928390884656e+01
1.327994071681678179e+02,-2.787625864465371706e+01
1.328198417642124696e+02,-5.737462564313318580e+00
1.328402764602651587e+02,7.803164582001045346e-01
1.328607109563163249e+02,-2.534147540788762853e+01
1.328811455522445613e+02,8.834891060705558630e-01
1.329015802481808350e+02,3.509388187583317631e+01
1.329220147441155859e+02,-4.580990562027000124e+01
1.329424493399274070e+02,2.932251638980233110e+01
1.329628839357465040e+02,-1.556353930988552747e+01
1.329833186314499471e+02,3.980169185586419189e+00
1.330037531271445914e+02,-1.378952133779966971e+01
1.330241877228472731e+02,-2.701811954137883731e+01
1.330446223185499548e+02,3.917914048280181305e+01
1.330650569141289452e+02,-4.221238970241029165e+01
1.330854915095987963e+02,-6.310874159555169172e+00
1.331059261051850626e+02,9.720601173228715197e+00
1.331263607006476377e+02,2.008012859119844506e+00
1.331467952960010734e+02,1.983001523072744021e+00
1.331672298914709245e+02,-1.411712814804195659e+01
1.331876644868170843e+02,7.640241033945130766e+00
1.332080991820548661e+02,1.577171035270839639e+01
1.332285336772911251e+02,-4.299810998069915513e+01
1.332489682725208695e+02,3.112570107238207129e+01
1.332694028677578899e+02,1.619685472819946881e+01
1.332898374628784950e+02,-3.083250057540499256e+01
1.333102720579918241e+02,5.653846098766734940e+00
1.333307065529952524e+02,3.103160652521182783e+00
1.333511412480002036e+02,9.013489130978996400e+00
1.333715758429971174e+02,6.953792387357680127e-01
1.333920104378848919e+02,-2.227402086295296613e+01
1.334124450327726663e+02,6.157989820061266073e+01
1.334328796275367495e+02,-2.791376200772901939e+01
1.334533142224245239e+02,-2.580196801156489528e+00
1.334737487170787062e+02,1.502297690769592009e+01
1.334941834118435509e+02,-1.510228857877882547e+01
1.335146180064984947e+02,3.366803099918797670e+01
1.335350525010362617e+02,-4.703715810951689491e+01
1.335554871956846910e+02,3.292569796371390112e+01
1.335759217902232194e+02,2.301460785025119549e+01
1.335963562846445711e+02,-4.168449095101459534e+01
1.336167908790594083e+02,7.315705703482308309e+00
1.336372255734822829e+02,1.151910406483511906e+01
1.336576601677807048e+02,-6.703201574477134272e+00
1.336780946620856412e+02,1.364390597156489093e+01
1.336985293563921005e+02,-2.782043348238948965e+01
1.337189639505813830e+02,5.917917149933964538e+01
1.337393984447626281e+02,-3.156107209670153679e+00
1.337598330388354952e+02,-1.956455139750869421e+01
1.337802677330182632e+02,2.588938581136972061e+01
1.338007022269739537e+02,-6.580427589922692277e+00
1.338211368210468208e+02,1.098987478048184130e+01
1.338415714148868574e+02,-1.683623024574444571e+01
1.338620060088360333e+02,1.007016358048349502e+01
1.338824406026760698e+02,3.372272813474774011e+01
1.339028751965161064e+02,-2.552209127074274875e+01
1.339233097902324516e+02,-6.717029010658734478e+00
1.339437443839560729e+02,4.354611803965235595e+01
1.339641789776796941e+02,-1.436155636979310657e+01
1.339846134712788626e+02,-1.142200411695739604e+00
1.340050481647704146e+02,1.747153870490365080e+00
1.340254827583776205e+02,2.152721039458447194e+01
1.340459172518603737e+02,3.164766035089996876e+00
1.340663519452355104e+02,-1.286850031056019361e+01
1.340867865386098856e+02,1.684538089737543487e+01
1.341072210319762235e+02,1.351930028278366080e+01
1.341276556252341834e+02,-3.360162549136839516e+01
1.341480903184929048e+02,1.415545513826145907e+01
1.341685249117435887e+02,-1.550340261751262005e+01
1.341889594048843719e+02,1.740617624044170952e+01
1.342093940980266780e+02,-1.775155125777018839e+01
1.342298286910445313e+02,8.171853170282702195e+00
1.342502631840688991e+02,2.643127233563063783e+01
1.342706977769776131e+02,-6.948880218431440881e+00
1.342911324698798126e+02,-2.145883886605770385e+01
1.343115669627877651e+02,2.604495185667838086e+01
1.343320015555800637e+02,5.831045861132224672e+00
1.343524362483658479e+02,-1.862985372684852337e+01
1.343728707411573851e+02,8.274558553270253469e+00
1.344137399263854604e+02,3.044494165725700441e+01
1.344341745189449284e+02,-5.073342319900621078e+01
1.344546091115043964e+02,1.976407017246674513e+01
1.344750437039401731e+02,1.249601552199055732e+01
1.344954783963839873e+02,-1.261668896832270548e+01
1.345159128888262785e+02,-1.067206595791503787e+00
1.345363474811456399e+02,-5.866280312766321003e+00
1.345567819733551005e+02,9.031988827195164049e+00
1.345772166655660840e+02,-1.651302493795810733e+01
1.345976512577690301e+02,-2.355893803393701091e+01
1.346180857499784906e+02,4.027901516309430008e+01
1.346385203420722974e+02,-2.348158772751958168e+01
1.346589550340431742e+02,-2.161516076712905488e+01
1.346793896260205656e+02,1.877319985891517717e+00
1.346998242179979570e+02,-1.438402853335537657e+01
1.347202588098516571e+02,2.057344992543949047e+01
1.347406934017126332e+02,-3.996801807555493724e+01
1.347611278934564325e+02,9.740591151630724198e+00
1.347815624851937173e+02,2.747662085603042215e+01
1.348019971769390395e+02,-2.813199927376263076e+01
1.348224317685671849e+02,6.205746886746055679e+00
1.348428662600781536e+02,-6.208382851078567910e+00
1.348633009515833692e+02,4.239868579043104546e+00
1.348837355430950993e+02,7.425501923024057760e+00
1.349041701344831381e+02,-3.662706900495868467e+01
1.349246046258776914e+02,4.027942166690991144e+01
1.349450393171573523e+02,-3.860886177495558513e+00
1.349654739085453912e+02,-2.336146835979889147e+01
1.349859083997071139e+02,2.988802668219432235e+01
1.350063430908703594e+02,1.657129459883435629e+00
1.350267776820255676e+02,-1.410005772616932518e+01
1.350472121730708750e+02,-1.098802706434616994e+01
1.350676467641169438e+02,-1.043060717005755578e+01
1.350880814550400828e+02,1.970892070812624297e+01
1.351085159459689748e+02,-1.651866144772429834e+01
1.351289505367822130e+02,-2.009675280719784496e+01
1.351493852275889367e+02,2.838773256806962308e+01
1.351698198184021749e+02,-2.393922827308051637e+01
1.351902543090982363e+02,1.326220841851863952e+01
1.352106888996713678e+02,-3.052065315448453475e+01
1.352311235902525368e+02,1.793289013372486806e+01
1.352515580808321829e+02,-2.795047423605865333e-01
1.352719926712888991e+02,-3.750744788191877888e+01
1.352924271617521299e+02,2.437699088408589887e+01
1.353128618521004682e+02,7.820139598661626223e-01
1.353332964424407692e+02,-1.624257324625432375e+01
